,Title,Title_URL,Image,ipclockupoverlay_URL,Title1,Title2,ipcratingstar,Content,Title_new,Clean_content
1246,1247. Kathir,https://www.imdb.com/title/tt15295828/?ref_=sr_t_1247,"https://m.media-amazon.com/images/M/MV5BYjQyNjFlOTktYWVmZS00NjBiLTkwYzEtNWUxNjI3YTY1ZmRhXkEyXkFqcGdeQXVyMTUxOTc5ODEx._V1_QL75_UY207_CR11,0,140,207_.jpg",https://www.imdb.com/title/tt15295828/?ref_=sr_i_1247,2022,2h 13m,"5.8
 (137)","The protagonist's transformation about the perspective of life through an optimistic influence from an elderly woman, who has an inspiring past.",kathir,the protagonist s transformation about the perspective of life through an optimistic influence from an elderly woman who has an inspiring past
1249,1250. Karotiyin Kadhali,https://www.imdb.com/title/tt23863694/?ref_=sr_t_1250,"https://m.media-amazon.com/images/M/MV5BMzdmMzNhYzMtNjRjNy00NzBlLTk1NjMtYjA4YTBkNDliMTlkXkEyXkFqcGdeQXVyMTU5MDY3Nzc0._V1_QL75_UX140_CR0,6,140,207_.jpg",https://www.imdb.com/title/tt23863694/?ref_=sr_i_1250,2022,,"6.4
 (37)","Chandran is a car driver only drives for Siva, a Singaporean businessman. Chandran refuses to work for anyone Shiva, who always trusts Chandra What the boss Shiva did to him is the rest of the story of ""Karotiyin Kadhali"".",karotiyin kadhali,chandran is a car driver only drives for siva a singaporean businessman chandran refuses to work for anyone shiva who always trusts chandra what the boss shiva did to him is the rest of the story of karotiyin kadhali
1250,1251. Vaaitha,https://www.imdb.com/title/tt15848010/?ref_=sr_t_1251,"https://m.media-amazon.com/images/M/MV5BOTMzZGI4ZDctMGFmNy00ZTQ5LWJjZWEtOGJiODRiMGE0MmY3XkEyXkFqcGdeQXVyNjEzMTU2MTY@._V1_QL75_UX140_CR0,20,140,207_.jpg",https://www.imdb.com/title/tt15848010/?ref_=sr_i_1251,2022,1h 57m,"5.5
 (148)","A poor Laundry worker gets injured in a road accident and finds himself struggling for justice. He and his family suffers, due to conflicts among two different caste groups.",vaaitha,a poor laundry worker gets injured in a road accident and finds himself struggling for justice he and his family suffers due to conflicts among two different caste groups
1252,1253. Lift 8055,https://www.imdb.com/title/tt19246412/?ref_=sr_t_1253,"https://m.media-amazon.com/images/M/MV5BZDAzOWFmMTktMTkxMC00ZTBlLWIyY2EtMjZlOGYxZThkYWYyXkEyXkFqcGdeQXVyMTI0NzQ1MzM4._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt19246412/?ref_=sr_i_1253,2022,1h 42m,"6.6
 (15)",SYNOPSIS OF LIFT A doctor travelling to her hometown agrees to help a group a people stranded in the highway because of a car breakdown. The group turns out to be a notorious crime gang who try to assault and kill her. The conflict and struggle she faces when they start to chase after her through the wilderness is what the plot revolves around.,lift 8055,synopsis of lift a doctor travelling to her hometown agrees to help a group a people stranded in the highway because of a car breakdown the group turns out to be a notorious crime gang who try to assault and kill her the conflict and struggle she faces when they start to chase after her through the wilderness is what the plot revolves around
1253,1254. 2323 the Beginning,https://www.imdb.com/title/tt23668086/?ref_=sr_t_1254,"https://m.media-amazon.com/images/M/MV5BMTdjNTA0NDEtOGYwMS00YzRjLTgyNTEtOGJmNDZhZTA5NmRhXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",https://www.imdb.com/title/tt23668086/?ref_=sr_i_1254,2022,,"9.0
 (10)","This time, it's a science fiction film titled, ""2323 - the beginning"", a Sathish Ramakrishnan initiative. Maayon, the protagonist, commences as a child prodigy, a pluviophile; an ingenious who can control weather.",2323 the beginning,this time it s a science fiction film titled 2323 the beginning a sathish ramakrishnan initiative maayon the protagonist commences as a child prodigy a pluviophile an ingenious who can control weather
1254,1255. Quota - The Reservation,https://www.imdb.com/title/tt18920258/?ref_=sr_t_1255,"https://m.media-amazon.com/images/M/MV5BMDdjYzVmYmQtYTM3Mi00MGE5LWFhZDYtYjg0NGRkMWEzNmE4XkEyXkFqcGdeQXVyMTA1MzIzNjQz._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt18920258/?ref_=sr_i_1255,2022,1h 24m,"8.5
 (207)","Quota The Reservation, Story of a Dalit medical student who faces discrimination and bias only due to his lower caste, and one day he decides to break the system and do something like the whole nation will shake up",quota - the reservation,quota the reservation story of a dalit medical student who faces discrimination and bias only due to his lower caste and one day he decides to break the system and do something like the whole nation will shake up
1256,1257. Vattakara,https://www.imdb.com/title/tt21410730/?ref_=sr_t_1257,"https://m.media-amazon.com/images/M/MV5BMDkwNWNkYTQtOTIwNS00MDg1LTkyN2YtZjc4OWFlMGIxZTRhXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt21410730/?ref_=sr_i_1257,2022,2h 12m,"6.8
 (12)","Senthil Tarun, Mani , and Madhavan coincidentally meet on one journey with their personal problems, after that they become good friends and share their personal life stories with each other.",vattakara,senthil tarun mani and madhavan coincidentally meet on one journey with their personal problems after that they become good friends and share their personal life stories with each other
1257,1258. The Misadventure of Unlikely Heroes,https://www.imdb.com/title/tt20834844/?ref_=sr_t_1258,"https://m.media-amazon.com/images/M/MV5BYjYwNDM0NTItN2JjZi00NjQ0LWE2NWQtYWNjOTMyZWMyYzk4XkEyXkFqcGdeQXVyMTEyMTk0ODUw._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt20834844/?ref_=sr_i_1258,2022,1h 40m,"8.0
 (42)","Best friends Chris and Vijay are trapped in a quarantine house by a deceptive doctor, and must do whatever they can to escape with their lives, overcoming a system that seems stacked against them.",the misadventure of unlikely heroes,best friends chris and vijay are trapped in a quarantine house by a deceptive doctor and must do whatever they can to escape with their lives overcoming a system that seems stacked against them
1258,1259. Foreign Sarakku,https://www.imdb.com/title/tt21154882/?ref_=sr_t_1259,"https://m.media-amazon.com/images/M/MV5BMGI1NTFiZTItYjBmNS00NDg1LTllNjItYzkxNGQ5MjM4N2IzXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR86,0,140,207_.jpg",https://www.imdb.com/title/tt21154882/?ref_=sr_i_1259,2022,,"9.1
 (36)",.Amaran and Harichandran started to show their talent by creating a network called Educated Intellectual Crime Network.,foreign sarakku,amaran and harichandran started to show their talent by creating a network called educated intellectual crime network
1259,1260. Ree,https://www.imdb.com/title/tt22489432/?ref_=sr_t_1260,"https://m.media-amazon.com/images/M/MV5BYzFjZjRjMjAtNGQwMC00Yjc0LTljODctN2JiODdmNmI0NjFiXkEyXkFqcGdeQXVyMTQ5ODE4MjIy._V1_QL75_UY207_CR137,0,140,207_.jpg",https://www.imdb.com/title/tt22489432/?ref_=sr_i_1260,2022,2h 2m,"6.1
 (23)","Ree is about two next door families, who are new to each other, going through a series of mysterious events, suspecting each other.",ree,ree is about two next door families who are new to each other going through a series of mysterious events suspecting each other
1260,1261. Siddy,https://www.imdb.com/title/tt15457614/?ref_=sr_t_1261,"https://m.media-amazon.com/images/M/MV5BYTVkNzE5MDQtYzQ5MS00OWMzLWIxYjctZTZmMjAyYTA0ODc4XkEyXkFqcGdeQXVyMTU2MTY5Mjg2._V1_QL75_UY207_CR8,0,140,207_.jpg",https://www.imdb.com/title/tt15457614/?ref_=sr_i_1261,2022,,"8.2
 (123)",A young law graduate Siddarth (Aji John) who is working in a Law journal firm feels frustrated by the miss-deeds and the illegal activities of the people around his area and one day he also gets involved with these people.,siddy,a young law graduate siddarth aji john who is working in a law journal firm feels frustrated by the miss deeds and the illegal activities of the people around his area and one day he also gets involved with these people
1261,1262. Senthozhan Sengkathirvaanan,https://www.imdb.com/title/tt23904240/?ref_=sr_t_1262,"https://m.media-amazon.com/images/M/MV5BYzY0M2ZjOTYtYzAwYi00YmIxLTliOTItNWNjMzU0MzdhY2FmXkEyXkFqcGdeQXVyNTQ5ODMzODg@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt23904240/?ref_=sr_i_1262,2022,2h 19m,"8.3
 (6)","Kathir, who does not talk to anyone, lives a mysterious life. All hell breaks lose when Kanimozhi, the girl who falls in love with Kathir, finds out a secret about him.",senthozhan sengkathirvaanan,kathir who does not talk to anyone lives a mysterious life all hell breaks lose when kanimozhi the girl who falls in love with kathir finds out a secret about him
1262,1263. Kattam Solludhu,https://www.imdb.com/title/tt21618912/?ref_=sr_t_1263,"https://m.media-amazon.com/images/M/MV5BYTQ5YWE0ZGItZDNmYS00NmFkLWE0Y2YtNTNjNDQ0MTk2ZDk1XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt21618912/?ref_=sr_i_1263,2022,1h 42m,"8.9
 (9)",Deepa is in search of a suitor for her daughter. She goes to a astrologer to know about her daughter's future. Following this Deepa happens to meet a youngster who tells her the story about his friends.,kattam solludhu,deepa is in search of a suitor for her daughter she goes to a astrologer to know about her daughter s future following this deepa happens to meet a youngster who tells her the story about his friends
1263,1264. Viman,https://www.imdb.com/title/tt18988120/?ref_=sr_t_1264,"https://m.media-amazon.com/images/M/MV5BMjM3NjdkM2YtNzY1Yi00OTk1LWEzMzYtMDE2MTYzNDY4Nzc2XkEyXkFqcGdeQXVyMDU2NjAwNg@@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt18988120/?ref_=sr_i_1264,2022,,"5.5
 (6)","Venkat Prabu is an irresponsible son from a middle class family who grew up with some conflicts. He alienates himself from his father, who has married another woman. However, he feels lucky for having a loving mother as well as a unique and amazing relationship with his step brother, Kabilan. Venkat realises his love feelings for Shalini and is frustrated at making the relationship work. During a frustrating moment, Venkat accidentally apprehends the mysterious power that inverts his whole life. He aims to get wealth and love by utilising his power, but the police and gangsters alike tracking down the mysterious power too.",viman,venkat prabu is an irresponsible son from a middle class family who grew up with some conflicts he alienates himself from his father who has married another woman however he feels lucky for having a loving mother as well as a unique and amazing relationship with his step brother kabilan venkat realises his love feelings for shalini and is frustrated at making the relationship work during a frustrating moment venkat accidentally apprehends the mysterious power that inverts his whole life he aims to get wealth and love by utilising his power but the police and gangsters alike tracking down the mysterious power too
1265,1266. Thirai Virutham,https://www.imdb.com/title/tt26741418/?ref_=sr_t_1266,"https://m.media-amazon.com/images/M/MV5BYTc0NGU5ZTctOTM0Yy00OWYwLWFjNDUtZGE3ZTUzNjFlYzRiXkEyXkFqcGdeQXVyOTYyOTcxNzE@._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt26741418/?ref_=sr_i_1266,2022,56m,"9.1
 (11)","All constituent components of Therukkoothu, the folk performing art that exists in Southern India, particularly in North Tamilnadu, has enormous scope to speculate and research. In this documentary, Sugumar Shanmugam, a research scholar of Performing Arts Department, who comes from a Therukkoothu family background, using his experiences and explorations, compares Western Acting Theories and Acting Strategies in Therukkoothu.",thirai virutham,all constituent components of therukkoothu the folk performing art that exists in southern india particularly in north tamilnadu has enormous scope to speculate and research in this documentary sugumar shanmugam a research scholar of performing arts department who comes from a therukkoothu family background using his experiences and explorations compares western acting theories and acting strategies in therukkoothu
1267,1268. Narigal,https://www.imdb.com/title/tt18556194/?ref_=sr_t_1268,"https://m.media-amazon.com/images/M/MV5BYmRmNGE2ZjItMGFkMi00MDQ1LTllODMtOWM2YTI3MjllMzdlXkEyXkFqcGdeQXVyMTUwNTUwNDY0._V1_QL75_UY207_CR3,0,140,207_.jpg",https://www.imdb.com/title/tt18556194/?ref_=sr_i_1268,2022,2h 7m,"5.2
 (23)","Everyone is into social medias nowadays. But have you ever thought that it has its downsides too? People especially teens should be taught how to use these platforms wisely, otherwise it will bring you into a lot of trouble. This thriller pack shows love, emotions, and most importantly, lesson for the social media users out there. To know more about the plot, check out this movie in Malaysian theaters.

This movie revolves around three best friends who have been working together suddenly suffers from the demise of one of their friend by unknown reason. The thought of their lost friend made the other two friend to find out the truth behind this sudden incident. Not only him, his entire family passed away at the same time. Isn't that suspicious? It turns out to be there was a massive cause of their death that caused the father of the family to poison the rest of the family members without letting them know the reason. Who wouldn't be curious about what happened? So, this two friends sets out to solve the mystery.

This is where the role of the antagonist comes in, which we call as the ""Narigal"".Narigal means fox which everyone knows it tends to be cunning and sneaky. That sounds like a good word to describe this cruel antagonists and they come in a pack of four. These foxes uses social medias as a threat against users. They sneak out personal data from user's phones and you know what happens next, demand a huge amount of money.

Check out this movie at the Malaysian theaters to know what these foxes did to the innocent family that made them meet their deaths very soon.",narigal,everyone is into social medias nowadays but have you ever thought that it has its downsides too people especially teens should be taught how to use these platforms wisely otherwise it will bring you into a lot of trouble this thriller pack shows love emotions and most importantly lesson for the social media users out there to know more about the plot check out this movie in malaysian theaters this movie revolves around three best friends who have been working together suddenly suffers from the demise of one of their friend by unknown reason the thought of their lost friend made the other two friend to find out the truth behind this sudden incident not only him his entire family passed away at the same time isn t that suspicious it turns out to be there was a massive cause of their death that caused the father of the family to poison the rest of the family members without letting them know the reason who wouldn t be curious about what happened so this two friends sets out to solve the mystery this is where the role of the antagonist comes in which we call as the narigal narigal means fox which everyone knows it tends to be cunning and sneaky that sounds like a good word to describe this cruel antagonists and they come in a pack of four these foxes uses social medias as a threat against users they sneak out personal data from user s phones and you know what happens next demand a huge amount of money check out this movie at the malaysian theaters to know what these foxes did to the innocent family that made them meet their deaths very soon
1269,1270. 2nd Life,https://www.imdb.com/title/tt23728446/?ref_=sr_t_1270,"https://m.media-amazon.com/images/M/MV5BOWU2MGEwMzAtZTRjNy00MDUwLWE3YjEtNWQ3MzNjYTMxNWQ0XkEyXkFqcGdeQXVyMTU0MDA4MDkz._V1_QL75_UX140_CR0,21,140,207_.jpg",https://www.imdb.com/title/tt23728446/?ref_=sr_i_1270,2022,,"6.9
 (144)","Rohith, a skillful man gets married to a blind girl and was leading smooth life. He is compelled to involve in medical deal which leads him into a terrible life.",2nd life,rohith a skillful man gets married to a blind girl and was leading smooth life he is compelled to involve in medical deal which leads him into a terrible life
1270,1271. 12th Fail,https://www.imdb.com/title/tt23849204/?ref_=sr_t_1271,"https://m.media-amazon.com/images/M/MV5BZDI4OTM1ZjMtOWQxMC00OTY5LTg3NjQtMjlhMWVjODFlYTY4XkEyXkFqcGdeQXVyMTYzMTU3Njgx._V1_QL75_UY207_CR9,0,140,207_.jpg",https://www.imdb.com/title/tt23849204/?ref_=sr_i_1271,2023,2h 27m,"8.9
 (117K)",The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,12th fail,the real life story of ips officer manoj kumar sharma and irs officer shraddha joshi
1271,1272. Leo,https://www.imdb.com/title/tt15654328/?ref_=sr_t_1272,"https://m.media-amazon.com/images/M/MV5BMmFiOGYyZjQtZmZmNC00ZTgzLWI5ZjktMTRiYzc5NjAzODRkXkEyXkFqcGdeQXVyMTYyNDkzNzgz._V1_QL75_UX140_CR0,2,140,207_.jpg",https://www.imdb.com/title/tt15654328/?ref_=sr_i_1272,2023,2h 44m,"7.2
 (60K)","Parthiban is a mild-mannered cafe owner in Kashmir, who fends off a gang of murderous thugs and gains attention from a drug cartel claiming he was once a part of them.",leo,parthiban is a mild mannered cafe owner in kashmir who fends off a gang of murderous thugs and gains attention from a drug cartel claiming he was once a part of them
1272,1273. The Kerala Story,https://www.imdb.com/title/tt24268454/?ref_=sr_t_1273,"https://m.media-amazon.com/images/M/MV5BYTlkZWMxYTQtY2UzYi00NTRmLTk3ZTMtZjQxZmNhNWFlMWEwXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt24268454/?ref_=sr_i_1273,2023,2h 18m,"6.9
 (72K)","A converted Muslim woman Fatima Ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards, turned into an ISIS terrorist and landed in Afghanistan jail.",the kerala story,a converted muslim woman fatima ba narrates her ordeal of how she once wanted to become a nurse but was abducted from her home and manipulated by religious vanguards turned into an isis terrorist and landed in afghanistan jail
1273,1274. Neru,https://www.imdb.com/title/tt28358950/?ref_=sr_t_1274,"https://m.media-amazon.com/images/M/MV5BMTNjODdkNzUtZWEzOC00MWJjLWJmYzMtYjM3NjQyM2M4NzI5XkEyXkFqcGdeQXVyNTI0NzYwMTI@._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt28358950/?ref_=sr_i_1274,2023,2h 30m,"7.5
 (7.1K)","Sara, a blind sculptor, seeks justice after suffering trauma. She contends with the legal system and her own resilience to find resolution.",neru,sara a blind sculptor seeks justice after suffering trauma she contends with the legal system and her own resilience to find resolution
1274,1275. Chithha,https://www.imdb.com/title/tt27540185/?ref_=sr_t_1275,"https://m.media-amazon.com/images/M/MV5BMWZkMjE2OTktOGQ4Zi00OWQ1LTgwNjAtZTFjOGExYWQyMTU5XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt27540185/?ref_=sr_i_1275,2023,2h 20m,"8.2
 (7.1K)","A man is raising his niece like his own daughter, and everything appears normal in their life until the little girl goes missing.",chithha,a man is raising his niece like his own daughter and everything appears normal in their life until the little girl goes missing
1275,1276. Kannur Squad,https://www.imdb.com/title/tt25274786/?ref_=sr_t_1276,"https://m.media-amazon.com/images/M/MV5BNTMxZTQ1ZmEtOWM3Ny00MGQzLTgyMjgtZGMzNDM0YjVhZjMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt25274786/?ref_=sr_i_1276,2023,2h 41m,"7.6
 (8.5K)","The gripping saga of a police officer and his team, their challenging journey to nab a criminal gang across the country. Further, it shows how he leads his team towards triumph, amidst professional uncertainties in this gripping drama.",kannur squad,the gripping saga of a police officer and his team their challenging journey to nab a criminal gang across the country further it shows how he leads his team towards triumph amidst professional uncertainties in this gripping drama
1276,1277. Parking,https://www.imdb.com/title/tt28184712/?ref_=sr_t_1277,"https://m.media-amazon.com/images/M/MV5BZWFhODA2ZDItZDBhNy00MGQ3LTkwZWItMzg0MzhlNmQzMzAxXkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UY207_CR1,0,140,207_.jpg",https://www.imdb.com/title/tt28184712/?ref_=sr_i_1277,2023,2h 7m,"7.8
 (11K)",An elderly man and a youngster who are tenants sharing two different floors of an individual house fight over a parking space.,parking,an elderly man and a youngster who are tenants sharing two different floors of an individual house fight over a parking space
1277,1278. Jailer,https://www.imdb.com/title/tt11663228/?ref_=sr_t_1278,"https://m.media-amazon.com/images/M/MV5BNzFkNmZkMTctYjRhMS00ODZiLWFlNjQtZmZmN2IzMDJlNmVkXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UX140_CR0,5,140,207_.jpg",https://www.imdb.com/title/tt11663228/?ref_=sr_i_1278,2023,2h 48m,"7.1
 (35K)","A retired jailer goes on a manhunt to find his son's killers. But the road leads him to a familiar, albeit a bit darker place. Can he emerge from this complex situation successfully?",jailer,a retired jailer goes on a manhunt to find his son s killers but the road leads him to a familiar albeit a bit darker place can he emerge from this complex situation successfully
1278,1279. Jigarthanda Double X,https://www.imdb.com/title/tt24226474/?ref_=sr_t_1279,"https://m.media-amazon.com/images/M/MV5BYzgwNDdjNGItYjRkOS00ZjZiLWI1YjktZjk4YzBjZmJlNTU0XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR5,0,140,207_.jpg",https://www.imdb.com/title/tt24226474/?ref_=sr_i_1279,2023,2h 52m,"8.0
 (9.4K)","In 1975, a filmmaker agrees to collaborate on a film with a gangster who wishes to become a famous actor.",jigarthanda double x,in 1975 a filmmaker agrees to collaborate on a film with a gangster who wishes to become a famous actor
1279,1280. Iraivan,https://www.imdb.com/title/tt26316907/?ref_=sr_t_1280,"https://m.media-amazon.com/images/M/MV5BNTBjMmFjYTQtNjcyZC00YjQxLTliYTAtZGM5MzFkMTcxMWM2XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt26316907/?ref_=sr_i_1280,2023,2h 34m,"4.7
 (2K)","A city lives in fear of a psychotic killer, and confidence in the police wanes. Arjun and Andrew finally arrest the killer, but he escapes and chaos reigns again.",iraivan,a city lives in fear of a psychotic killer and confidence in the police wanes arjun and andrew finally arrest the killer but he escapes and chaos reigns again
1280,1281. Mast Mein Rehne Ka,https://www.imdb.com/title/tt29613587/?ref_=sr_t_1281,"https://m.media-amazon.com/images/M/MV5BZDhjYmUzZGEtOWIyYi00ZDgzLWEwNmQtZGI4MjdhMDg1YTQ4XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY207_CR13,0,140,207_.jpg",https://www.imdb.com/title/tt29613587/?ref_=sr_i_1281,2023,2h 7m,"7.1
 (3.2K)","A man chooses an old widower's home for his first robbery, kicking off a set of events that have them both look at life in a new way and with new companions in the starkness of the city of Mumbai.",mast mein rehne ka,a man chooses an old widower s home for his first robbery kicking off a set of events that have them both look at life in a new way and with new companions in the starkness of the city of mumbai
1281,1282. Varisu,https://www.imdb.com/title/tt11998558/?ref_=sr_t_1282,"https://m.media-amazon.com/images/M/MV5BMjE4YjgyMGQtMWM0MS00MGVjLTlmNzYtMTNiNGY1NTNlZjJiXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY207_CR7,0,140,207_.jpg",https://www.imdb.com/title/tt11998558/?ref_=sr_i_1282,2023,2h 49m,"6.0
 (38K)","Vijay Rajendran is a happy to-go lucky man. Things change when his father becomes terminally ill, and he is left to manage his business empire.",varisu,vijay rajendran is a happy to go lucky man things change when his father becomes terminally ill and he is left to manage his business empire
1282,1283. Curry & Cyanide: The Jolly Joseph Case,https://www.imdb.com/title/tt30177031/?ref_=sr_t_1283,"https://m.media-amazon.com/images/M/MV5BYjEyNWY5OTYtZjY4Ny00N2MwLTljOTItMzU4YzIyMWViNDgyXkEyXkFqcGdeQXVyMTczODE3MjQ4._V1_QL75_UX140_CR0,21,140,207_.jpg",https://www.imdb.com/title/tt30177031/?ref_=sr_i_1283,2023,1h 38m,"6.7
 (3.8K)","The real life case of Jolly Joseph, a lady suspected of planning the cyanide poisoning of six family members over more than ten years, including a two-year-old kid.",curry & cyanide: the jolly joseph case,the real life case of jolly joseph a lady suspected of planning the cyanide poisoning of six family members over more than ten years including a two year old kid
1283,1284. Antony,https://www.imdb.com/title/tt27510682/?ref_=sr_t_1284,"https://m.media-amazon.com/images/M/MV5BOTUwOGNlYTktY2RiNC00ZWVhLWJhNDctYWQ0ZDU3NzFjZTAwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_QL75_UX140_CR0,8,140,207_.jpg",https://www.imdb.com/title/tt27510682/?ref_=sr_i_1284,2023,2h 27m,"6.6
 (1.1K)","An emotionally charged mass family entertainer that delves into the profound theme of relationships that run deeper than blood. The story revolves around the enigmatic character, Antony and his close-knit group of friends.",antony,an emotionally charged mass family entertainer that delves into the profound theme of relationships that run deeper than blood the story revolves around the enigmatic character antony and his close knit group of friends
1284,1285. Das Ka Dhamki,https://www.imdb.com/title/tt23745844/?ref_=sr_t_1285,"https://m.media-amazon.com/images/M/MV5BMjIzNzRmZmUtOTgyOS00MDNhLWFjOWYtNWU5MTUwNzI5MGZiXkEyXkFqcGdeQXVyMTYyNjAzOTUx._V1_QL75_UX140_CR0,1,140,207_.jpg",https://www.imdb.com/title/tt23745844/?ref_=sr_i_1285,2023,2h 20m,"6.1
 (1.9K)",A waiter is asked to impersonate his dead look-alike as the owner of a pharmaceutical company.,das ka dhamki,a waiter is asked to impersonate his dead look alike as the owner of a pharmaceutical company
1285,1286. Por Thozhil,https://www.imdb.com/title/tt27542289/?ref_=sr_t_1286,"https://m.media-amazon.com/images/M/MV5BY2U5ZjQ2MGMtNDI5ZS00NzJjLTg5YTAtMTVhYWQ4MGE4NmQxXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR4,0,140,207_.jpg",https://www.imdb.com/title/tt27542289/?ref_=sr_i_1286,2023,2h 27m,"8.0
 (10K)",A bright but faint-hearted rookie cop has to overcome his fears in order to succeed in his first case which sees him partnered with a reclusive senior officer to catch a serial killer on the loose.,por thozhil,a bright but faint hearted rookie cop has to overcome his fears in order to succeed in his first case which sees him partnered with a reclusive senior officer to catch a serial killer on the loose
1286,1287. Gadar 2,https://www.imdb.com/title/tt15441054/?ref_=sr_t_1287,"https://m.media-amazon.com/images/M/MV5BNzcwNTEwYzgtZmUxYy00MTRlLThlNTUtMjQ0MTdlZWQyZTNjXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UX140_CR0,11,140,207_.jpg",https://www.imdb.com/title/tt15441054/?ref_=sr_i_1287,2023,2h 50m,"5.1
 (22K)","When Tara Singh goes missing during a skirmish and is believed to be captured in Pakistan, his son Jeetey sets out to rescue him and enters a labyrinth from which they both must escape at all costs.",gadar 2,when tara singh goes missing during a skirmish and is believed to be captured in pakistan his son jeetey sets out to rescue him and enters a labyrinth from which they both must escape at all costs
1287,1288. Dada,https://www.imdb.com/title/tt25405130/?ref_=sr_t_1288,"https://m.media-amazon.com/images/M/MV5BN2Q5NDVlYzItNTk2Ny00NmNmLWEyMTYtOGY4MGE2NGFjOWNjXkEyXkFqcGdeQXVyMTUwMDg3OTQy._V1_QL75_UY207_CR9,0,140,207_.jpg",https://www.imdb.com/title/tt25405130/?ref_=sr_i_1288,2023,2h 13m,"8.1
 (6.1K)","A couple in love, accidentally become teenage parents. Unpleasant situations make them fall apart. Manikandan, left alone with his son, struggles as a single teenage father. Fate owns him, bringing Sindhu back into his life.",dada,a couple in love accidentally become teenage parents unpleasant situations make them fall apart manikandan left alone with his son struggles as a single teenage father fate owns him bringing sindhu back into his life
1288,1289. Fight Club,https://www.imdb.com/title/tt15561202/?ref_=sr_t_1289,"https://m.media-amazon.com/images/M/MV5BMGFlNWM0NWYtMWI3OS00OTMyLTg0YWYtNjhlNjRiYWUyZjRlXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX140_CR0,6,140,207_.jpg",https://www.imdb.com/title/tt15561202/?ref_=sr_i_1289,2023,2h 15m,"5.6
 (1.8K)","Selva, a college student with football aspirations, grows frustrated over lack of opportunity. His anger draws him into conflicts impacting himself and family.",fight club,selva a college student with football aspirations grows frustrated over lack of opportunity his anger draws him into conflicts impacting himself and family
1289,1290. Saptha Sagaradaache Ello - Side A,https://www.imdb.com/title/tt11992424/?ref_=sr_t_1290,"https://m.media-amazon.com/images/M/MV5BM2E2ODFhYjgtN2QzYy00ZjlkLTgzZjgtNDkwODA2YWEwMDc3XkEyXkFqcGdeQXVyMTU0MDA4MDkz._V1_QL75_UY207_CR2,0,140,207_.jpg",https://www.imdb.com/title/tt11992424/?ref_=sr_i_1290,2023,2h 22m,"8.2
 (7.4K)","Manu and Priya hail from a middle-class background and fall in love. When circumstances land Manu in jail, his relationship with Priya is put in jeopardy.",saptha sagaradaache ello - side a,manu and priya hail from a middle class background and fall in love when circumstances land manu in jail his relationship with priya is put in jeopardy
